,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Jaumave,MX,23.4167,-99.3833,70.0,58,100,3.0,overcast clouds
350,Cartagena,CO,10.3997,-75.5144,80.6,89,40,6.91,scattered clouds
351,Taksimo,RU,56.3444,114.8794,38.8,71,100,3.06,overcast clouds
352,Gainesville,US,29.6516,-82.3248,75.99,87,34,1.99,scattered clouds
353,Luau,AO,-10.7073,22.2247,61.63,96,36,2.8,scattered clouds
354,Seymchan,RU,62.8833,152.4333,22.51,63,100,9.1,overcast clouds
355,Saint Anthony,US,45.0205,-93.218,39.2,55,1,3.44,clear sky
356,Turukhansk,RU,65.8167,87.9833,32.74,98,98,11.16,overcast clouds
357,Bejar,ES,40.3864,-5.7634,53.01,80,66,3.0,broken clouds
358,Comodoro Rivadavia,AR,-45.8667,-67.5,51.8,71,0,6.91,clear sky
359,Cochrane,CA,51.1834,-114.4687,32.0,74,90,3.4,overcast clouds
360,Jiaonan,CN,35.8786,119.9753,69.8,60,40,8.95,scattered clouds
361,Zhezkazgan,KZ,47.8043,67.7144,52.0,30,62,4.45,broken clouds
362,Eregli,TR,37.5133,34.0467,64.87,33,100,0.16,overcast clouds
363,Faya,SA,18.3851,42.4509,69.8,45,40,3.53,scattered clouds
364,Bozoum,CF,6.3193,16.3799,68.86,93,100,2.95,overcast clouds
365,Upata,VE,8.0086,-62.3989,75.99,92,48,1.01,scattered clouds
366,Zavodouspenskoye,RU,56.8626,65.0155,51.8,25,0,13.42,clear sky
367,Neuquen,AR,-38.9516,-68.0591,46.4,100,0,5.32,clear sky
368,San Policarpo,PH,12.1791,125.5072,80.47,81,30,10.0,scattered clouds
369,Hobyo,SO,5.3505,48.5268,85.35,61,31,8.01,scattered clouds
370,Liti,GR,40.7453,22.9786,54.0,90,100,1.92,overcast clouds
371,Guerrero Negro,MX,27.9769,-114.0611,58.44,86,4,14.43,clear sky
372,Stephenville,US,32.2207,-98.2023,55.4,88,1,7.96,clear sky
373,Makubetsu,JP,45.3714,141.8211,35.6,93,75,18.41,mist
374,Sisimiut,GL,66.9395,-53.6735,37.54,68,4,9.57,clear sky
375,Tiksi,RU,71.6872,128.8694,32.88,91,99,10.31,overcast clouds
376,Karla,EE,59.3723,24.9275,37.0,93,90,9.22,light rain
377,Nanortalik,GL,60.1432,-45.2371,39.22,76,99,12.1,overcast clouds
378,Araouane,ML,18.9048,-3.5265,84.6,14,54,8.34,broken clouds
379,Sobolevo,RU,54.4299,31.8996,34.29,75,20,11.72,few clouds
380,Ginda,IN,30.6945,78.4932,73.08,15,0,7.07,clear sky
381,Guisa,CU,20.255,-76.5386,75.2,88,1,6.91,clear sky
382,Bam,IR,29.106,58.357,86.0,16,60,8.12,broken clouds
383,Cabedelo,BR,-6.9811,-34.8339,73.4,100,0,4.61,clear sky
384,Trabzon,TR,40.9167,39.8333,57.2,67,75,3.0,broken clouds
385,Visby,SE,57.6409,18.296,37.99,70,75,12.66,broken clouds
386,Westport,US,41.1415,-73.3579,53.01,71,90,4.61,overcast clouds
387,Dubbo,AU,-32.25,148.6167,69.8,30,1,9.22,clear sky
388,Clyde River,CA,70.4692,-68.5914,12.2,92,90,4.61,fog
389,Craig,US,40.5153,-107.5464,53.6,30,90,6.91,overcast clouds
390,Kearney,US,40.6995,-99.0815,48.2,61,20,12.66,few clouds
391,Oyek,RU,52.5861,104.4556,41.0,65,0,6.71,clear sky
392,Cherdyn,RU,60.403,56.4787,44.04,72,100,10.42,overcast clouds
393,Qaqortoq,GL,60.7167,-46.0333,51.8,30,90,36.82,overcast clouds
394,Gurlan,UZ,41.8447,60.3919,69.8,28,0,18.41,clear sky
395,Leh,IN,34.1667,77.5833,36.05,23,5,2.82,clear sky
396,Antofagasta,CL,-23.65,-70.4,57.2,77,0,2.3,clear sky
397,Coruripe,BR,-10.1256,-36.1756,76.26,85,27,5.84,scattered clouds
398,Salinopolis,BR,-0.6136,-47.3561,78.21,85,100,4.65,overcast clouds
399,Saquena,PE,-4.6667,-73.5167,73.72,93,83,0.51,broken clouds
400,Svetlogorsk,BY,52.6333,29.7333,34.92,67,35,10.31,scattered clouds
401,Laramie,US,41.3114,-105.5911,43.0,70,75,6.91,broken clouds
402,Bartica,GY,6.4,-58.6167,75.2,100,75,4.61,broken clouds
403,Graham,US,47.0529,-122.2943,48.2,100,90,2.35,light intensity drizzle
404,San Patricio,US,28.017,-97.5169,75.2,57,1,11.5,clear sky
405,Acapulco,MX,16.8634,-99.8901,78.62,69,26,3.53,scattered clouds
406,Taxisco,GT,14.0708,-90.4631,77.0,94,40,2.3,scattered clouds
407,Korla,CN,41.7597,86.1469,52.65,31,84,9.08,broken clouds
408,Bathsheba,BB,13.2167,-59.5167,78.8,61,20,18.41,few clouds
409,Sechura,PE,-5.5569,-80.8222,69.28,76,96,13.33,overcast clouds
410,Omsukchan,RU,62.5333,155.8,14.52,78,100,7.99,overcast clouds
411,Puerto Castilla,HN,16.0167,-85.9667,82.4,83,0,25.32,clear sky
412,Ales,FR,44.1333,4.0833,48.0,93,0,2.84,clear sky
413,Kruisfontein,ZA,-34.0033,24.7314,60.78,61,20,5.84,few clouds
414,Lakes Entrance,AU,-37.8811,147.981,64.0,59,51,3.0,broken clouds
415,New York,US,40.7143,-74.006,59.0,51,90,6.91,overcast clouds
416,Dawei,MM,14.0833,98.2,89.1,60,88,6.24,overcast clouds
417,Nabire,ID,-3.3667,135.4833,80.26,88,91,4.09,light rain
418,Tornio,FI,65.8481,24.1466,32.0,93,90,17.27,overcast clouds
419,Conde,BR,-7.2597,-34.9075,73.4,100,0,4.61,clear sky
420,Komsomolskiy,UZ,40.4272,71.7189,71.6,28,6,2.3,clear sky
421,Berlevag,NO,70.8578,29.0864,33.67,77,100,19.86,overcast clouds
422,Ivankiv,UA,50.9386,29.8943,41.0,60,10,11.18,clear sky
423,Port Lincoln,AU,-34.7333,135.8667,65.17,55,4,7.34,clear sky
424,Avesta,SE,60.1455,16.1679,33.01,62,49,7.0,scattered clouds
425,Fortuna,US,40.5982,-124.1573,52.0,71,90,6.91,overcast clouds
426,Neverkino,RU,52.7854,46.7417,37.18,73,33,20.74,scattered clouds
427,Dodoma,TZ,-6.1722,35.7395,68.0,83,40,13.8,scattered clouds
428,Klaksvik,FO,62.2266,-6.589,41.0,87,99,1.14,overcast clouds
429,Miragoane,HT,18.4423,-73.0876,76.96,78,21,3.71,few clouds
430,Broken Hill,AU,-31.95,141.4333,69.8,35,0,12.66,clear sky
431,Huarmey,PE,-10.0681,-78.1522,66.94,88,2,8.48,clear sky
432,Namibe,AO,-15.1961,12.1522,76.5,83,37,3.87,scattered clouds
433,Kalmunai,LK,7.4167,81.8167,86.58,56,18,4.65,few clouds
434,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.35,90,11,4.43,few clouds
435,Pyay,MM,18.8167,95.2167,101.46,30,27,7.9,scattered clouds
436,Miles City,US,46.4083,-105.8406,46.4,49,90,13.8,overcast clouds
437,Hailar,CN,49.2,119.7,58.77,16,88,7.11,overcast clouds
438,Lasa,IT,46.6166,10.7002,45.0,81,0,3.44,clear sky
439,Itoman,JP,26.1247,127.6694,77.0,57,40,13.8,scattered clouds
440,Vao,NC,-22.6667,167.4833,73.83,72,100,9.17,overcast clouds
441,Koumac,NC,-20.5667,164.2833,77.97,80,97,8.63,overcast clouds
442,Itarana,BR,-19.8739,-40.8753,67.75,96,20,1.25,few clouds
443,Severnyy,RU,50.677,36.5532,39.2,60,0,11.18,clear sky
444,Hambantota,LK,6.1241,81.1185,87.8,79,40,2.3,scattered clouds
445,Portland,US,45.5234,-122.6762,50.0,82,99,5.01,overcast clouds
446,Luderitz,NA,-26.6481,15.1594,60.35,85,97,0.83,overcast clouds
447,Raahe,FI,64.6833,24.4833,35.6,69,75,13.8,broken clouds
448,Ormara,PK,25.2088,64.6357,81.95,67,0,3.02,clear sky
449,Uruzgan,AF,32.8333,66.0,74.44,7,1,1.97,clear sky
450,Monrovia,LR,6.3005,-10.7969,77.43,87,100,5.99,overcast clouds
451,Emirdag,TR,39.0197,31.15,52.07,83,100,4.29,overcast clouds
452,Lamar,US,33.6668,-95.5836,51.8,100,1,3.44,clear sky
453,Karratha,AU,-20.7377,116.8463,88.95,24,0,17.78,clear sky
454,Yakeshi,CN,49.2833,120.7333,56.57,22,74,2.35,broken clouds
455,Massaguet,TD,12.4755,15.4365,82.4,54,50,4.61,scattered clouds
456,Moberly,US,39.4184,-92.4382,48.2,66,1,3.44,clear sky
457,Ust-Tsilma,RU,65.441,52.1498,45.09,79,100,9.6,overcast clouds
458,Sioux Lookout,CA,50.1001,-91.917,23.0,68,1,4.32,clear sky
459,Fukue,JP,32.6881,128.8419,69.8,49,0,16.11,clear sky
460,Sambava,MG,-14.2667,50.1667,77.29,90,98,10.63,moderate rain
461,Teguldet,RU,57.3064,88.1667,43.36,68,100,8.39,overcast clouds
462,Bodden Town,KY,19.2833,-81.25,80.01,1,71,3.0,broken clouds
463,Kitimat,CA,54.0524,-128.6534,46.0,63,27,3.76,scattered clouds
464,Abay,KZ,49.6311,72.8539,53.6,14,0,26.84,clear sky
465,Kosh-Agach,RU,50.0,88.6667,26.82,37,97,8.57,overcast clouds
466,Isangel,VU,-19.55,169.2667,78.96,74,99,10.92,overcast clouds
467,Piacabucu,BR,-10.4056,-36.4344,76.19,86,37,4.12,scattered clouds
468,Tanete,ID,-3.9443,119.7848,94.08,43,8,5.32,clear sky
469,Aswan,EG,24.0934,32.907,81.95,13,0,8.66,clear sky
470,Niteroi,BR,-22.8833,-43.1036,71.6,88,90,5.75,overcast clouds
471,Smithers,CA,54.7804,-127.1743,42.8,42,40,2.3,scattered clouds
472,Surgut,RU,61.25,73.4167,50.0,57,0,8.95,clear sky
473,Thunder Bay,CA,48.4001,-89.3168,27.0,86,1,2.3,clear sky
474,Tiznit,MA,29.5833,-9.5,53.56,74,0,1.43,clear sky
475,Bull Savanna,JM,17.8868,-77.5902,72.68,85,35,7.49,scattered clouds
476,South Shields,GB,54.9986,-1.4323,37.0,100,54,1.14,broken clouds
477,Cidreira,BR,-30.1811,-50.2056,67.59,90,95,9.62,overcast clouds
478,Pringsewu,ID,-5.3582,104.9744,91.6,45,73,1.74,broken clouds
479,The Pas,CA,53.8251,-101.2541,23.0,63,75,3.44,broken clouds
480,Ketchikan,US,55.3422,-131.6461,47.03,59,10,5.21,clear sky
481,Lethem,GY,3.3803,-59.7968,74.28,92,100,10.02,light rain
482,Teguise,ES,29.0605,-13.564,60.8,82,20,4.61,few clouds
483,Grand Gaube,MU,-20.0064,57.6608,81.0,76,97,13.0,light rain
484,Kilosa,TZ,-6.8333,36.9833,72.27,94,100,3.71,light rain
485,Mangrol,IN,21.1167,70.1167,91.85,44,99,11.9,overcast clouds
486,Puerto Madero,MX,14.7208,-92.4215,83.14,63,98,0.47,overcast clouds
487,Changchun,CN,43.88,125.3228,62.6,15,0,6.71,clear sky
488,Alice Springs,AU,-23.7,133.8833,75.2,22,6,12.66,clear sky
489,Alakurtti,RU,66.9672,30.3491,34.0,79,100,8.99,snow
490,Singaraja,ID,-8.112,115.0882,83.37,73,13,3.49,few clouds
491,Ulaanbaatar,MN,47.9077,106.8832,35.6,87,75,2.24,sleet
492,Calderitas,MX,18.55,-88.25,81.0,78,40,11.5,scattered clouds
493,Knyaginino,RU,55.8228,45.0349,36.14,95,99,15.66,light rain
494,Bhadrachalam,IN,17.6667,80.8833,102.69,26,1,4.63,clear sky
495,Kattivakkam,IN,13.2167,80.3167,89.6,62,40,5.75,scattered clouds
496,Port Macquarie,AU,-31.4333,152.9167,71.01,60,2,1.99,clear sky
497,Vestmannaeyjar,IS,63.4427,-20.2734,44.56,92,100,18.01,overcast clouds
498,Eureka,US,40.8021,-124.1637,50.0,86,100,8.97,light rain
499,Matay,EG,28.419,30.7792,80.94,15,0,4.41,clear sky
500,Pau,FR,43.4167,-0.5833,57.2,72,75,2.3,broken clouds
501,La Paz,BO,-16.5,-68.15,37.4,93,20,2.3,fog
502,Paamiut,GL,61.994,-49.6678,39.09,77,99,6.42,overcast clouds
503,Codrington,AU,-38.2667,141.9667,59.79,64,29,11.41,scattered clouds
504,Mwingi,KE,-0.9344,38.0601,73.56,72,86,3.0,light rain
505,Dwarka,IN,22.2394,68.9678,87.85,52,0,10.16,clear sky
506,Omboue,GA,-1.5746,9.2618,74.05,91,73,5.39,broken clouds
507,Klyuchevsk,RU,57.1216,60.9414,48.2,43,0,11.18,clear sky
508,Parabel,RU,58.6978,81.4825,43.68,83,96,5.7,overcast clouds
509,Selkirk,CA,50.1436,-96.8845,39.2,26,51,2.3,broken clouds
510,Filimonovo,RU,56.2011,95.4611,40.21,61,90,11.72,overcast clouds
511,Bunia,CD,1.5667,30.25,65.7,93,100,2.68,light rain
512,Nuuk,GL,64.1835,-51.7216,39.0,81,90,20.71,light rain
513,Miri,MY,4.4148,114.0089,84.2,79,40,2.3,light rain
514,Ruthin,GB,53.1137,-3.3178,37.99,90,30,7.0,scattered clouds
515,Parczew,PL,51.6402,22.9006,39.2,75,0,4.61,clear sky
516,Nelson Bay,AU,-32.7167,152.15,69.01,68,40,13.8,scattered clouds
517,Aksu,CN,41.1231,80.2644,65.66,19,68,4.07,broken clouds
518,Urumqi,CN,43.801,87.6005,48.2,18,0,6.71,clear sky
519,Sola,VU,-13.8833,167.55,79.95,79,100,12.24,light rain
520,Maniitsoq,GL,65.4167,-52.9,34.61,77,99,7.65,overcast clouds
521,Karakulino,RU,56.012,53.7067,43.25,79,100,14.38,light rain
522,Burdur,TR,37.7203,30.2908,57.2,72,75,11.5,light rain
523,Yeppoon,AU,-23.1333,150.7333,82.4,39,49,8.05,scattered clouds
524,Dalby,AU,-27.1833,151.2667,75.2,31,0,4.61,clear sky
525,Egvekinot,RU,66.3167,-179.1667,27.64,89,100,2.71,overcast clouds
526,Bay Roberts,CA,47.5999,-53.2648,35.01,93,21,1.99,few clouds
527,Labe,GN,11.3182,-12.2833,64.51,70,49,3.67,scattered clouds
528,Cururupu,BR,-1.8283,-44.8683,74.71,96,98,2.13,overcast clouds
529,Bardiyah,LY,31.7561,25.0865,63.43,76,14,25.75,few clouds
530,Peski,RU,55.2163,38.7626,37.99,75,75,13.42,broken clouds
531,Ampanihy,MG,-24.7,44.75,80.87,48,0,12.71,clear sky
532,Malatya,TR,38.5,38.0,57.2,54,75,4.61,broken clouds
533,Cadillac,US,44.2519,-85.4012,33.8,93,90,11.5,overcast clouds
534,Gornopravdinsk,RU,60.05,69.9,50.22,47,100,8.19,overcast clouds
535,Cierna Nad Tisou,SK,48.417,22.0887,46.4,57,99,8.95,overcast clouds
536,Sandpoint,US,48.2766,-116.5533,44.01,93,90,2.68,overcast clouds
537,La Ronge,CA,55.1001,-105.2842,23.0,68,91,2.3,overcast clouds
538,Roma,US,43.2128,-75.4557,52.0,57,1,5.75,clear sky
539,Coari,BR,-4.085,-63.1414,73.45,97,48,1.14,scattered clouds
540,Seguin,US,29.5688,-97.9647,64.0,77,1,3.44,clear sky
541,Prainha,BR,-1.8,-53.48,73.36,96,87,2.89,overcast clouds
542,Batemans Bay,AU,-35.7167,150.1833,66.0,60,42,1.01,scattered clouds
543,Olafsvik,IS,64.8945,-23.7142,41.68,95,100,8.88,overcast clouds
544,Kuna,US,43.4918,-116.4201,51.01,100,90,1.41,overcast clouds
545,Katobu,ID,-4.9408,122.5276,88.7,53,48,5.26,scattered clouds
546,Tomatlan,MX,19.9333,-105.25,69.53,86,100,2.53,overcast clouds
547,Tatawin,TN,32.9297,10.4518,55.11,84,2,5.53,clear sky
548,Mildura,AU,-34.2,142.15,69.01,42,75,9.22,broken clouds
549,Flinders,AU,-34.5833,150.8552,69.01,66,29,5.01,scattered clouds
550,Obukhiv,UA,50.11,30.6227,41.0,60,0,8.95,clear sky
551,Zhicheng,CN,30.2956,111.5047,63.0,78,100,10.94,overcast clouds
552,Micoud,LC,13.8167,-60.9,80.6,69,20,16.11,few clouds
553,Urengoy,RU,65.9667,78.3667,31.84,98,100,7.16,overcast clouds
554,Tyup,KG,42.7276,78.3648,52.18,46,47,3.15,scattered clouds
555,Kishpek,RU,43.655,43.6408,51.01,76,75,6.71,broken clouds
556,Ornskoldsvik,SE,63.2909,18.7153,30.2,74,90,13.8,overcast clouds
557,Ocampo,MX,21.65,-101.5,56.53,76,100,11.41,overcast clouds
558,Chapais,CA,49.7834,-74.8492,26.6,86,75,5.75,broken clouds
559,Pocao De Pedras,BR,-4.6667,-44.85,72.34,98,48,2.42,scattered clouds
560,Argentan,FR,48.75,-0.0167,42.8,81,0,5.75,clear sky
561,Puerto Maldonado,PE,-12.6,-69.1833,73.24,98,100,1.74,overcast clouds
562,Kyzyl,RU,51.7,94.45,46.44,25,100,15.41,overcast clouds
563,Mosquera,CO,4.7059,-74.2302,57.2,94,90,4.61,heavy intensity rain
564,Galveston,US,29.3669,-94.9669,73.99,64,1,11.5,clear sky
565,Ojinaga,MX,29.5667,-104.4167,69.8,16,1,5.75,clear sky
566,Zvishavane,ZW,-20.3267,30.0665,68.45,41,5,3.69,clear sky
567,Ellensburg,US,46.9965,-120.5479,45.0,74,100,4.0,overcast clouds
568,Coatzacoalcos,MX,18.15,-94.4167,80.74,67,89,9.19,overcast clouds
569,Northam,GB,51.0333,-4.2167,42.01,79,0,1.99,clear sky
570,Muravlenko,RU,63.7898,74.523,33.62,100,100,7.92,overcast clouds
571,Pyapon,MM,16.2833,95.6833,97.29,34,100,8.21,overcast clouds
572,Chingola,ZM,-12.529,27.8838,64.76,74,75,6.4,broken clouds
573,Medicine Hat,CA,50.0501,-110.6683,39.2,48,1,2.3,clear sky
574,Saint-Andre-Avellin,CA,45.7168,-75.066,46.0,81,43,2.55,scattered clouds
575,Casper,US,42.8666,-106.3131,46.99,65,1,8.05,clear sky
576,Byron Bay,AU,-28.65,153.6167,73.4,60,5,8.05,clear sky
577,Verkh-Usugli,RU,52.7,115.1667,56.75,17,100,11.86,overcast clouds
578,Lasem,ID,-6.6922,111.4527,86.5,63,10,8.03,clear sky
579,Sorland,NO,67.667,12.6934,36.7,57,90,16.6,overcast clouds
580,Port Shepstone,ZA,-30.7414,30.455,67.42,69,0,4.61,clear sky
581,Plaster Rock,CA,46.9065,-67.39,39.2,60,1,1.16,clear sky
582,Bouloupari,NC,-21.8667,166.05,77.0,83,75,3.44,broken clouds
583,Brownsville,US,25.9018,-97.4975,72.0,88,1,3.44,clear sky
584,Yerbogachen,RU,61.2767,108.0108,37.09,96,100,4.76,light rain
585,Riyadh,SA,24.6877,46.7219,87.8,8,0,8.05,clear sky
586,Bafq,IR,31.6128,55.4107,82.87,24,79,3.27,broken clouds
587,Skjervoy,NO,70.0311,20.9714,31.5,60,61,2.59,broken clouds
588,Zatoka,UA,46.0725,30.4654,48.2,93,75,8.3,broken clouds
589,Bhag,PK,29.0415,67.8239,96.08,13,0,6.55,clear sky
590,Yumen,CN,40.2833,97.2,51.49,23,33,36.42,scattered clouds
591,Penzance,GB,50.1186,-5.5371,46.4,76,52,24.79,broken clouds
592,Rajka,HU,47.9964,17.1982,45.0,70,0,2.3,clear sky
593,Samarinda,ID,-0.5,117.15,86.76,70,100,2.86,light rain
594,Lena,ES,43.1,-5.7333,57.99,87,100,6.44,overcast clouds
595,Hutchinson,US,38.0608,-97.9298,54.0,61,1,6.91,clear sky
596,Husavik,IS,66.0449,-17.3389,44.6,70,0,16.11,clear sky
597,Luena,AO,-11.7833,19.9167,63.75,75,71,3.2,broken clouds
598,Honiara,SB,-9.4333,159.95,81.64,83,73,3.56,broken clouds
599,Barsovo,RU,61.1667,73.1667,50.0,57,0,8.95,clear sky
600,Bud,US,39.447,-86.1758,46.0,94,92,7.45,overcast clouds
601,Sterling,US,39.0062,-77.4286,50.0,93,90,3.44,light rain
602,Mayya,RU,61.7333,130.2811,39.2,60,40,4.47,light snow
603,Matagami,CA,49.7502,-77.6328,23.0,93,90,6.91,light snow
604,Eskil,TR,38.4017,33.4131,61.39,53,100,6.15,overcast clouds
605,Imbituba,BR,-28.24,-48.6703,69.8,88,0,4.61,moderate rain
606,Madras,IN,13.0878,80.2785,89.6,62,40,5.75,scattered clouds
607,Awjilah,LY,29.1081,21.2869,63.1,66,4,19.66,clear sky
608,Port-Gentil,GA,-0.7193,8.7815,78.8,94,75,3.44,broken clouds
609,Oranjemund,NA,-28.55,16.4333,62.33,75,99,4.65,overcast clouds
610,Cap-Chat,CA,49.1001,-66.6821,37.4,75,35,8.05,scattered clouds
611,Kahului,US,20.8947,-156.47,73.4,73,40,13.8,scattered clouds
612,Taraz,KZ,42.9,71.3667,75.2,20,5,6.71,clear sky
613,Tessalit,ML,20.1986,1.0114,81.14,12,0,10.16,clear sky
614,Brenham,US,30.1669,-96.3977,64.99,94,1,7.05,clear sky
615,Necochea,AR,-38.5473,-58.7368,59.0,80,55,4.0,broken clouds
616,Puerto Escondido,MX,15.85,-97.0667,80.37,81,99,1.54,overcast clouds
617,Zaysan,KZ,47.4667,84.8667,45.18,32,24,7.07,few clouds
618,Erdaojiang,CN,41.7764,126.0319,61.45,15,3,10.02,clear sky
619,Kalino,RU,58.2504,57.6085,38.37,96,100,10.2,overcast clouds
620,Kirakira,SB,-10.4544,161.9205,82.18,78,100,3.67,overcast clouds
621,Itarema,BR,-2.9248,-39.9167,76.53,89,97,7.87,overcast clouds
622,Tokmak,UA,47.2514,35.7058,48.31,41,10,3.62,clear sky
623,Marawi,PH,7.9986,124.2928,86.0,73,63,8.01,broken clouds
624,Mokhsogollokh,RU,61.4681,128.9203,37.26,89,100,7.47,overcast clouds
625,Dezhou,CN,37.4486,116.2925,69.62,27,99,11.7,overcast clouds
626,Zhaotong,CN,27.3167,103.7167,62.13,73,96,11.36,overcast clouds
627,Yatou,CN,37.15,122.3833,57.52,47,90,13.31,overcast clouds
628,Ust-Ilimsk,RU,58.0006,102.6619,36.28,82,100,8.08,overcast clouds
629,Yashkul,RU,46.1711,45.3435,51.01,55,100,5.99,moderate rain
630,Ozernovskiy,RU,51.5,156.5167,33.08,92,100,11.07,overcast clouds
631,Tobermory,CA,45.2501,-81.6665,42.8,93,100,6.91,light rain
632,Pacific Grove,US,36.6177,-121.9166,54.0,86,100,2.66,overcast clouds
633,North Las Vegas,US,36.1989,-115.1175,75.2,17,1,24.16,clear sky
634,Mikhaylovskoye,RU,51.8239,79.7172,52.92,24,76,7.23,broken clouds
635,El Copey,CO,10.1503,-73.9614,79.0,82,27,1.95,scattered clouds
636,Pokaran,IN,26.9167,71.9167,96.4,10,0,3.98,clear sky
637,Farmington,US,36.7281,-108.2187,60.8,20,1,6.91,clear sky
638,Edremit,TR,39.5961,27.0244,55.4,82,75,14.97,broken clouds
639,Aksha,RU,50.2814,113.2867,60.12,14,100,12.08,light rain
640,Xining,CN,36.6167,101.7667,52.93,39,100,3.51,overcast clouds
641,Bolshaya Martynovka,RU,47.271,41.6679,47.8,44,65,7.85,broken clouds
642,Corn Island,NI,12.1694,-83.0418,80.33,72,52,10.56,broken clouds
643,Zeya,RU,53.75,127.2667,52.66,35,51,8.68,broken clouds
644,Margate,GB,51.3813,1.3862,45.0,71,5,5.01,clear sky
645,Jalu,LY,29.0331,21.5482,62.89,67,5,19.42,clear sky
646,Tateyama,JP,34.9833,139.8667,71.6,64,75,17.27,broken clouds
647,Basco,PH,20.4487,121.9702,76.48,71,37,12.12,scattered clouds
648,Takoradi,GH,4.8845,-1.7554,72.7,89,100,14.34,moderate rain
649,Taian,CN,36.1853,117.12,71.01,41,100,3.0,light rain
650,Krasnogorskiy,RU,54.6025,61.231,51.55,56,58,9.31,broken clouds
651,Revelstoke,CA,50.9832,-118.2023,46.4,57,20,2.08,few clouds
652,Onega,RU,63.9061,38.1404,47.35,73,59,8.99,broken clouds
653,Domoni,KM,-12.2569,44.5319,82.42,74,95,7.61,overcast clouds
654,Mizdah,LY,31.4451,12.9801,53.85,74,0,5.57,clear sky
655,Choya,RU,52.0108,86.5467,44.2,62,97,5.53,overcast clouds
656,Agadir,MA,30.4202,-9.5982,55.4,94,20,5.75,few clouds
657,Shadrinsk,RU,56.0852,63.6335,53.73,41,96,10.6,overcast clouds
658,Nassjo,SE,57.6531,14.6968,32.0,69,8,10.36,clear sky
659,Mulatupo,PA,8.9492,-77.7652,77.59,87,60,6.6,broken clouds
660,Makat,KZ,47.6469,53.3463,63.61,50,78,7.85,broken clouds
661,Salta,AR,-24.7859,-65.4117,57.2,94,75,2.3,broken clouds
662,Manacapuru,BR,-3.2997,-60.6206,75.2,100,0,2.3,clear sky
663,Bonthe,SL,7.5264,-12.505,78.94,83,95,3.11,overcast clouds
664,Tutoia,BR,-2.7619,-42.2744,77.67,88,94,8.97,overcast clouds
665,Berdigestyakh,RU,62.0989,126.6992,34.39,95,100,5.68,overcast clouds
666,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,55,40,8.05,scattered clouds
667,Mayo,US,38.8876,-76.5119,52.0,93,90,6.91,moderate rain
668,Nushki,PK,29.5542,66.0215,86.61,14,0,8.39,clear sky
669,Tiarei,PF,-17.5333,-149.3333,77.0,83,75,4.61,light rain
670,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.0,70,75,2.24,broken clouds
671,Rocha,UY,-34.4833,-54.3333,56.75,84,66,6.96,broken clouds
672,Phuket,TH,8.0,98.25,88.0,70,20,12.66,few clouds
673,Payakumbuh,ID,-0.2202,100.6308,82.02,76,45,1.5,scattered clouds
674,Viedma,AR,-40.8135,-62.9967,52.66,83,33,2.77,scattered clouds
675,Dakoro,NE,14.5106,6.765,81.03,35,88,9.78,overcast clouds
676,Groningen,NL,53.25,6.75,42.8,65,90,5.75,overcast clouds
677,Khonsa,IN,27.0167,95.5667,88.36,20,30,6.69,scattered clouds
678,Polis,CY,35.0367,32.4264,68.0,68,0,2.3,clear sky
679,Morrope,PE,-6.5417,-80.0111,63.0,87,92,3.0,overcast clouds
680,Champerico,GT,14.3,-91.9167,64.99,96,99,2.68,overcast clouds
681,Andenes,NO,69.3143,16.1194,33.8,80,90,6.73,overcast clouds
682,Genhe,CN,50.7833,121.5167,58.5,18,69,5.48,broken clouds
683,Dauphin,CA,51.1494,-100.0502,30.2,74,75,6.91,broken clouds
684,San Jose,US,37.3394,-121.895,57.99,67,90,5.75,overcast clouds
685,Guamal,CO,9.1433,-74.2238,74.95,96,58,3.62,broken clouds
686,Esqueda,MX,30.7167,-109.5833,59.27,20,27,4.9,scattered clouds
687,Manama,BH,26.2154,50.5832,87.8,35,0,4.61,clear sky
688,Kyra,RU,49.5776,111.9753,54.61,18,100,11.54,overcast clouds
689,Tautira,PF,-17.7333,-149.15,77.0,83,75,4.61,light rain
690,Ponta Delgada,PT,37.7333,-25.6667,59.0,72,40,17.27,scattered clouds
